,slot,parent_hash,block_hash,builder_pubkey,proposer_pubkey,proposer_fee_recipient,gas_limit,gas_used,value,num_tx,block_number,timestamp_ms,timestamp,relay,builder_label,slot_time,max_bid,optimistic_submission
0,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xa38cc9dadfe5debdbdbdc4eeeca1500a471c1217e135ad86964a2fbfe19e0f81,0x87cc2536e868aa783afcfd50f5d4e04c1ee88287ff4e565716ef714d0e7dd21f1d4862806dc64719049521410c55068c,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,4432140,988597304034126,60,19144269,1706919985149,1706919985,bloxroute_max_profit,,2149,988597304034126,
1,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xeeb515ea809282aacc0f3aa279f4c4aa7c42b0a475419069dbba099c3545997e,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,4781246,4713415913298345,67,19144269,1706919985175,1706919985,bloxroute_max_profit,,2175,4713415913298345,
2,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xeeb515ea809282aacc0f3aa279f4c4aa7c42b0a475419069dbba099c3545997e,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,4781246,4713415913298345,67,19144269,1706919985176,1706919985,bloxroute_regulated,,2176,4713415913298345,
3,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xe22e81b1fd9c03f0175e31cf988a6daf2de9bb5ed17b569e46644cc47e06e2b4,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,4895400,4993305729666345,70,19144269,1706919985176,1706919985,bloxroute_max_profit,,2176,4993305729666345,
4,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xe22e81b1fd9c03f0175e31cf988a6daf2de9bb5ed17b569e46644cc47e06e2b4,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,4895400,4993305729666345,70,19144269,1706919985177,1706919985,bloxroute_regulated,,2177,4993305729666345,
5,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0x7e58a74c1b437a907db48ae4c5dc8751d746d8f868f7dac345adf736ee6ec136,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,5123277,5000575547702446,72,19144269,1706919985178,1706919985,bloxroute_regulated,,2178,5000575547702446,
6,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xb85853d2dd2259d06420f6647ff48a7240e4c0031aadcd5e8d0c8c0643f13cd2,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,5294273,5005705427702446,73,19144269,1706919985178,1706919985,bloxroute_regulated,,2178,5005705427702446,
7,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0x7e58a74c1b437a907db48ae4c5dc8751d746d8f868f7dac345adf736ee6ec136,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,5123277,5000575547702446,72,19144269,1706919985178,1706919985,bloxroute_max_profit,,2178,5005705427702446,
8,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xb85853d2dd2259d06420f6647ff48a7240e4c0031aadcd5e8d0c8c0643f13cd2,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,5294273,5005705427702446,73,19144269,1706919985179,1706919985,bloxroute_max_profit,,2179,5005705427702446,
9,8341331,0xad716cf3746bb4bc92fc8d714cbc65575d588c821c52019a8871f8c4547d50da,0xed7956744500974add385c7cd02cdbecca705c14dd7f8962622c86e58ddbd81d,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0x9973baa15f68aed8b5912f4a7e61f840331a8858d2122544ed6d542a4d08e915ff612fc356d411ba9ebce45903b3f1ea,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,5468936,5005743245440026,74,19144269,1706919985212,1706919985,bloxroute_regulated,,2212,5005743245440026,
