,slot,parent_hash,block_hash,builder_pubkey,proposer_pubkey,proposer_fee_recipient,gas_limit,gas_used,value,num_tx,block_number,timestamp_ms,timestamp,relay,builder_label,slot_time,max_bid
0,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0x79c1010db8ce02e4b238b324b4c7aae5cd805c6666725a8bf8df24443726fa63,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16196848,60582604662069374,165,19152613,1707021294847,1707021294,bloxroute_max_profit,,7847,60582604662069374
1,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0xfec9a3a9da69d9afa06f102ec27c6806e370e52261b1b943c771977ae20e5f8f,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16243088,60675084662069374,166,19152613,1707021294894,1707021294,bloxroute_regulated,,7894,60675084662069374
2,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0xfec9a3a9da69d9afa06f102ec27c6806e370e52261b1b943c771977ae20e5f8f,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16243088,60675084662069374,166,19152613,1707021294894,1707021294,bloxroute_max_profit,,7894,60675084662069374
3,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0x6272e939e9b76a03ca56727b3e2379b9f2ba08e64085c7f6f7f0330ae12ba547,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16408699,61159000321934374,168,19152613,1707021296808,1707021296,bloxroute_max_profit,,9808,61159000321934374
4,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0x6272e939e9b76a03ca56727b3e2379b9f2ba08e64085c7f6f7f0330ae12ba547,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16408699,61159000321934374,168,19152613,1707021296809,1707021296,bloxroute_regulated,,9809,61159000321934374
5,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0xbd775e42d7748e4904479e114e0760cff1a19dd7ba3e8d085beb38bb8ad9fae2,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16484086,61347467821934374,169,19152613,1707021296810,1707021296,bloxroute_regulated,,9810,61347467821934374
6,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0xbd775e42d7748e4904479e114e0760cff1a19dd7ba3e8d085beb38bb8ad9fae2,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,16484086,61347467821934374,169,19152613,1707021296810,1707021296,bloxroute_max_profit,,9810,61347467821934374
7,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0xb36871bddb669e2d4e8cfa47621519a256f46d224c454c993bd4fd84d76e437f,0xa31892c0466813868f0cd8d3255dab5f84ae1a6d4a28a85bd85a68c30de311b5ad9b535bc611daa6bcf2365677f7a3fd,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,4367584,53689327652856851,54,19152613,1707021297004,1707021297,bloxroute_max_profit,Bob the builder,10004,61347467821934374
8,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0xbde82dbb53fd9b2c83d902f984d423ba0b565b7157901ea4dbd005ee04e50244,0x8c344feeb5426018c1855bc33cf739c15ce43fe780fc13275163f3c33075318619e6b2151407f87a970be24443c9cea4,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,4367584,53689327652856851,54,19152613,1707021297005,1707021297,bloxroute_max_profit,Bob the builder,10005,61347467821934374
9,8349773,0x4fded78bd278f6e35b33f3b7528b711d1c903d9c7839e5f2b21a6e4787da4c7b,0x8c81f007c62124e588f582e4329b2933ba6fc95bd652518de4ef8189d1da7d41,0x8d6e6c1b552fb5acba2a08eb882008f93f18f0e9c36ff96983778a3c167dd121ced4d214ae5380a9527a8f5ec64e3efd,0xa2becf0c07028c696074024e30dc10cb386c9c504d895a2debd20ae219a445c3f6d848ff3b82f4a73eb5f89a35ce28ea,0xDe2a1A6dD691E56fC225D13ab51d4e05ea148f2f,30000000,5859194,54095548812990077,82,19152613,1707021297006,1707021297,bloxroute_max_profit,Bob the builder,10006,61347467821934374
