,slot,parent_hash,block_hash,builder_pubkey,proposer_pubkey,proposer_fee_recipient,gas_limit,gas_used,value,num_tx,block_number,timestamp,timestamp_ms,optimistic_submission,relay,builder_label,slot_time,max_bid
0,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0xbe61c9c3a9a532fc16dbe473d7a57a6657eff43a119e9e66ad70571c0acff953,0x97b3d4f7b75314207d700fe2e78ce6ac15da0a325a52a8c86c8a62d2fb199722a2a4a69dbd490fa89c00c0fa99426b8d,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1388702,330304860206650,19,19143126,1706906113,1706906113656,False,flashbots,,2656,330304860206650
1,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0xbe61c9c3a9a532fc16dbe473d7a57a6657eff43a119e9e66ad70571c0acff953,0x97b3d4f7b75314207d700fe2e78ce6ac15da0a325a52a8c86c8a62d2fb199722a2a4a69dbd490fa89c00c0fa99426b8d,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1388702,330304860206650,19,19143126,1706906113,1706906113683,False,agnostic,,2683,330304860206650
2,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0x976d28659032059a53b0544329a2dbd707fe1842969b8000778946f7ad0f1f38,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xe887312c0595a10ac88e32ebb8e9f660ad9ab7f7,30000000,1513283,2823492438881400,23,19143126,1706906113,1706906113706,True,ultrasound,,2706,2823492438881400
3,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0x4740bbfaea008dddff9018ded6637a26dadb27b569ad89032834e990efb6722b,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xe887312c0595a10ac88e32ebb8e9f660ad9ab7f7,30000000,1859293,2833247387050170,24,19143126,1706906113,1706906113707,True,ultrasound,,2707,2833247387050170
4,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0xafe4f00b17b90211a6e52fbe63c440e19ee0df13537bc33b787958bd85592008,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xe887312c0595a10ac88e32ebb8e9f660ad9ab7f7,30000000,1459353,2821432707810790,22,19143126,1706906113,1706906113707,True,ultrasound,,2707,2833247387050170
5,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0x976d28659032059a53b0544329a2dbd707fe1842969b8000778946f7ad0f1f38,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1513283,2823492438881400,23,19143126,1706906113,1706906113725,False,agnostic,,2725,2833247387050170
6,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0x4740bbfaea008dddff9018ded6637a26dadb27b569ad89032834e990efb6722b,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1859293,2833247387050170,24,19143126,1706906113,1706906113726,False,agnostic,,2726,2833247387050170
7,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0xafe4f00b17b90211a6e52fbe63c440e19ee0df13537bc33b787958bd85592008,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1459353,2821432707810790,22,19143126,1706906113,1706906113727,False,agnostic,,2727,2833247387050170
8,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0xafe4f00b17b90211a6e52fbe63c440e19ee0df13537bc33b787958bd85592008,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1459353,2821432707810790,22,19143126,1706906113,1706906113751,,bloxroute_max_profit,,2751,2833247387050170
9,8340175,0xc7d4292ee6d1888301a765701ebaef23e0a7a3a66ed1f56f26c25608f389eae6,0x976d28659032059a53b0544329a2dbd707fe1842969b8000778946f7ad0f1f38,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0x8512e313cdd2e49197b4abd1558933e2977ea4b95128b4737de88ddc68c5b85840a005f0803d450fd212605de1dbb940,0xE887312c0595a10aC88e32ebb8e9F660Ad9aB7F7,30000000,1513283,2823492438881400,23,19143126,1706906113,1706906113752,,bloxroute_max_profit,,2752,2833247387050170
