,slot,parent_hash,block_hash,builder_pubkey,proposer_pubkey,proposer_fee_recipient,gas_limit,gas_used,value,num_tx,block_number,timestamp_ms,timestamp,relay,builder_label,slot_time,max_bid
0,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0x29cb939bb655795e2e777b4af95845f657dff16a5413d2326a09d32fffaf665f,0xb211df498dfd8b1956252efa4caa81c351a4dde4a50237b3b62034df1881067aede88886053247450ea41b60cc96df7c,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,28308984,60980049372041374,298,19230671,1707967949311,1707967949,bloxroute_max_profit,,6311,60980049372041374
1,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0xb1dfc3f49a775d7bb993a38b7a71a57bc3a7d4f1ff4edf1d335f02824f5dc7d3,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,28587332,61652050456792116,301,19230671,1707967949958,1707967949,bloxroute_regulated,,6958,61652050456792116
2,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0xb1dfc3f49a775d7bb993a38b7a71a57bc3a7d4f1ff4edf1d335f02824f5dc7d3,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,28587332,61652050456792116,301,19230671,1707967949959,1707967949,bloxroute_max_profit,,6959,61652050456792116
3,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0x813bc5fd97ac93b35cd5d990df00e07a27af56f5c767ec45c284b0bc8527bdc9,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29489011,63444597394824036,306,19230671,1707967949963,1707967949,bloxroute_max_profit,,6963,63444597394824036
4,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0x813bc5fd97ac93b35cd5d990df00e07a27af56f5c767ec45c284b0bc8527bdc9,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29489011,63444597394824036,306,19230671,1707967949964,1707967949,bloxroute_regulated,,6964,63444597394824036
5,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0xcd883a0b7d81efedae76fbe481998d71c3f0838ef94cfd223249a95e9965ecd1,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29562659,63448058850824036,307,19230671,1707967950014,1707967950,bloxroute_regulated,,7014,63448058850824036
6,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0xcd883a0b7d81efedae76fbe481998d71c3f0838ef94cfd223249a95e9965ecd1,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29562659,63448058850824036,307,19230671,1707967950017,1707967950,bloxroute_max_profit,,7017,63448058850824036
7,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0x1da88fefc957da73940ea676e8b4e4d351557c2546665b9b8ba25617924ecab3,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29743976,63482074392898772,308,19230671,1707967950041,1707967950,bloxroute_regulated,,7041,63482074392898772
8,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0x1da88fefc957da73940ea676e8b4e4d351557c2546665b9b8ba25617924ecab3,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29743976,63482074392898772,308,19230671,1707967950041,1707967950,bloxroute_max_profit,,7041,63482074392898772
9,8428661,0xeaf462e9b93c294c748e117d07bf9e3e95977f77a32338bd89492085ed98b4e4,0xa7ae84eb6a4e0195b4899c0740b99d10447162b4a5fa84092f1bd16cffbcc6a9,0xa412c4b805440c136826ddc569ffbf4539f0f89bf2801678250b683adbed090b292ea76e04909e4f2cd86ca4883b9504,0xa5437bbbfdb3042f68a26bbeb51fec63d34ef045541a86f40672dc3260f8ef686f421a34ac0143a570d81b7c4092e655,0x7e2a2FA2a064F693f0a55C5639476d913Ff12D05,30000000,29791241,63812929392898772,309,19230671,1707967950141,1707967950,bloxroute_regulated,,7141,63812929392898772
